site,date,year,rep,bench,horiz_m,lower_limit,upper_limit,sqrt(lower),sqt(upper),ln(lower)+1,ln(upper)+1,bottom,lower_elev_m,upper_elev_m,sqrt(lower_elev),sqrt(upper_elev),patch1_upper,patch1_lower,patch2_upper,patch2_lower,patch3_upper,patch3_lower,patch4_upper,patch4_lower,patch5_upper,patch5_lower,patch6_upper,patch6_lower,patch7_upper,patch7_lower,patch8_upper,patch8_lower,patch9_upper,patch9_lower,patch10_upper,patch10_lower,gap1_upper,gap1_lower,gap2_upper,gap2_lower,gap3_upper,gap3_lower,gap4_upper,gap4_lower,gap5_upper,gap5_lower,cliff_tidal_height_top (cm),cliff_tidal_height_bottom (cm),notes,lowest_mussel,sqrt_lowest_mussel,ln_lowest_mussel,highest_mussel,n_patches,n_gaps
Waddell,4/9/2017,2017,4.25,1,4.25,-47,0,6.8556546,0,3.871201011,0,-185,0.59,1.06,0.768114575,1.029563014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -100 to -133,-47,-6.8556546,-3.850147602,0,0,0
Waddell,4/9/2017,2017,4.5,1,4.5,-28,0,5.291502622,0,3.36729583,0,-170,0.822727273,1.09,0.907043148,1.044030651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -55 to -90,-28,-5.291502622,-3.33220451,0,0,0
Waddell,4/9/2017,2017,4.75,1,4.75,-54,0,7.348469228,0,4.007333185,0,-170,0.756470588,1.09,0.869753177,1.044030651,-103,-106,,,,,,,,,,,,,,,,,,,-20,-35,,,,,,,,,,,horizontal -68 to -100,-106,-10.29563014,-4.663439094,0,1,1
Waddell,4/9/2017,2017,5,1,5,-57,0,7.549834435,0,4.060443011,0,-147,0.57597561,1,0.75893057,1,,,,,,,,,,,,,,,,,,,,,-45,-56,,,,,,,,,,,horizontal -70 to -113,-57,-7.549834435,-4.043051268,0,0,1
Waddell,4/9/2017,2017,5.25,1,5.25,-35,0,5.916079783,0,3.583518938,0,-155,0.724516129,1,0.851185132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -66 to -111,-35,-5.916079783,-3.555348061,0,0,0
Waddell,4/9/2017,2017,5.5,1,5.5,-42,0,6.480740698,0,3.761200116,0,-135,0.68304,1.14,0.82646234,1.067707825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,-6.480740698,-3.737669618,0,0,0
Waddell,4/9/2017,2017,5.75,1,5.75,-35,0,5.916079783,0,3.583518938,0,-135,0.726086957,1.14,0.852107362,1.067707825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,-5.916079783,-3.555348061,0,0,0
Waddell,4/9/2017,2017,6,1,6,-31,0,5.567764363,0,3.465735903,0,-150,0.6361875,0.89,0.797613628,0.943398113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31,-5.567764363,-3.433987204,0,0,0
Waddell,4/9/2017,2017,6.25,1,6.25,-23,0,4.795831523,0,3.17805383,0,-155,0.87,1.1,0.932737905,1.048808848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23,-4.795831523,-3.135494216,0,0,0
Waddell,4/9/2017,2017,6.5,1,6.5,-25,0,5,0,3.258096538,0,-160,0.85,1.1,0.921954446,1.048808848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,-5,-3.218875825,0,0,0
Waddell,4/9/2017,2017,6.75,1,6.75,-50,0,7.071067812,0,3.931825633,0,-160,0.6,1.1,0.774596669,1.048808848,-52,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,-7.549834435,-4.043051268,0,1,0
Waddell,4/9/2017,2017,7,1,7,-33,-10,5.744562647,3.16227766,3.526360525,2.397895273,-180,0.4632,0.684,0.680587981,0.827042925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,-5.744562647,-3.496507561,-10,0,0
Waddell,4/9/2017,2017,7.25,1,7.25,-53,0,7.280109889,0,3.988984047,0,-200,0.25,0.78,0.5,0.883176087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -27 to -50,-53,-7.280109889,-3.970291914,0,0,0
Waddell,4/9/2017,2017,7.5,1,7.5,-40,0,6.32455532,0,3.713572067,0,-65,0.84,1.24,0.916515139,1.113552873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -40 to -77,-40,-6.32455532,-3.688879454,0,0,0
Waddell,4/9/2017,2017,7.75,1,7.75,-41,0,6.403124237,0,3.737669618,0,-84,0.42,0.83,0.64807407,0.911043358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -55 to -84,-41,-6.403124237,-3.713572067,0,0,0
Waddell,4/9/2017,2017,8,1,8,-84,0,9.16515139,0,4.442651256,0,-165,0.13,0.83,0.360555128,0.911043358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-9.16515139,-4.430816799,0,0,0
Waddell,4/9/2017,2017,8.25,1,8.25,-72,0,8.485281374,0,4.290459441,0,-160,0.638571429,1.23,0.799106644,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-8.485281374,-4.276666119,0,0,0
Waddell,4/9/2017,2017,8.5,1,8.5,-37,0,6.08276253,0,3.63758616,0,-160,0.926071429,1.23,0.962326051,1.109053651,-80,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98,-9.899494937,-4.584967479,0,1,0
Waddell,4/9/2017,2017,8.75,1,8.75,-35,0,5.916079783,0,3.583518938,0,-175,0.9425,1.23,0.970824392,1.109053651,-54,-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96,-9.797958971,-4.564348191,0,1,0
Waddell,4/9/2017,2017,9,1,9,-55,0,7.416198487,0,4.025351691,0,-175,0.34,0.89,0.583095189,0.943398113,,,,,,,,,,,,,,,,,,,,,-28,-32,,,,,,,,,,,,-55,-7.416198487,-4.007333185,0,0,1
Waddell,4/9/2017,2017,9.25,1,9.25,-40,0,6.32455532,0,3.713572067,0,-165,0.51,0.91,0.714142843,0.953939201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,-6.32455532,-3.688879454,0,0,0
Waddell,4/9/2017,2017,9.5,1,9.5,-37,0,6.08276253,0,3.63758616,0,-170,0.87,1.24,0.932737905,1.113552873,-45,-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,-7.141428429,-3.931825633,0,1,0
Waddell,4/9/2017,2017,9.75,1,9.75,-5,0,2.236067977,0,1.791759469,0,-160,1.24,1.29,1.113552873,1.135781669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-2.236067977,-1.609437912,0,0,0
Waddell,4/9/2017,2017,10,1,10,-44,0,6.633249581,0,3.80666249,0,-170,0.46,0.9,0.678232998,0.948683298,,,,,,,,,,,,,,,,,,,,,-10,-13,,,,,,,,,,,,-44,-6.633249581,-3.784189634,0,0,1
Davenport,4/2/2017,2017,6,1,6,-110,0,10.48808848,0,4.709530201,0,-181,0.582777778,1.64,0.763398833,1.280624847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110,-10.48808848,-4.700480366,0,0,0
Davenport,4/2/2017,2017,6.25,1,6.25,-135,0,11.61895004,0,4.912654886,0,-200,0.410789474,1.64,0.640928603,1.280624847,,,,,,,,,,,,,,,,,,,,,-100,-110,-123,-130,,,,,,,,,,-135,-11.61895004,-4.905274778,0,0,2
Davenport,4/2/2017,2017,6.5,1,6.5,-135,-28,11.61895004,5.291502622,4.912654886,3.36729583,-200,0.407894737,1.376526316,0.638666374,1.173254583,-76,-80,,,,,,,,,,,,,,,,,,,-55,-100,,,,,,,,,,,,-135,-11.61895004,-4.905274778,-28,1,1
Davenport,4/2/2017,2017,6.75,1,6.75,-142,-43,11.91637529,6.557438524,4.96284463,3.784189634,-225,0.21,1.2,0.458257569,1.095445115,,,,,,,,,,,,,,,,,,,,,-59,-90,-100,-114,,,,,,,,,,-142,-11.91637529,-4.955827058,-43,0,2
Davenport,4/2/2017,2017,7,1,7,-135,-90,11.61895004,9.486832981,4.912654886,4.510859507,-210,0.467727273,0.831818182,0.683905895,0.912040669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-135,-11.61895004,-4.905274778,-90,0,0
Davenport,4/2/2017,2017,7.25,1,7.25,-130,0,11.40175425,0,4.875197323,0,-205,0.271666667,1.55,0.521216526,1.24498996,,,,,,,,,,,,,,,,,,,,,-15,-35,-48,-70,,,,,,,,,,-130,-11.40175425,-4.86753445,0,0,2
Davenport,4/2/2017,2017,7.5,1,7.5,-133,0,11.53256259,0,4.8978398,0,-210,0.21,1.54,0.458257569,1.240967365,-115,-123,,,,,,,,,,,,,,,,,,,-39,-64,,,,,,,,,,,,-133,-11.53256259,-4.890349128,0,1,1
Davenport,4/2/2017,2017,7.75,1,7.75,-133,-15,11.53256259,3.872983346,4.8978398,2.772588722,-199,0.21,1.39,0.458257569,1.178982612,,,,,,,,,,,,,,,,,,,,,-112,-120,,,,,,,,,,,,-133,-11.53256259,-4.890349128,-15,0,1
Davenport,4/2/2017,2017,8,1,8,-150,0,12.24744871,0,5.017279837,0,-208,0,1.5,0,1.224744871,-24,-52,-53,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150,-12.24744871,-5.010635294,0,2,0
Davenport,4/2/2017,2017,8.25,1,8.25,-123,0,11.09053651,0,4.820281566,0,-205,0.29,1.52,0.538516481,1.232882801,,,,,,,,,,,,,,,,,,,,,-20,-28,-46,-80,,,,,,,,,,-123,-11.09053651,-4.812184355,0,0,2
Davenport,4/2/2017,2017,8.5,1,8.5,-125,0,11.18033989,0,4.836281907,0,-180,0.29,1.54,0.538516481,1.240967365,,,,,,,,,,,,,,,,,,,,,-20,-30,-40,-85,,,,,,,,,,-125,-11.18033989,-4.828313737,0,0,2
Davenport,4/2/2017,2017,8.75,1,8.75,-118,0,10.86278049,0,4.779123493,0,-195,0.37,1.55,0.608276253,1.24498996,-136,-141,,,,,,,,,,,,,,,,,,,-20,-29,-41,-77,-123,-137,,,,,,,,-141,-11.87434209,-4.94875989,0,1,3
Davenport,4/2/2017,2017,9,1,9,-136,0,11.66190379,0,4.919980926,0,-200,0.198,1.55,0.444971909,1.24498996,,,,,,,,,,,,,,,,,,,,,-18,-32,-117,-120,-70,-80,,,,,,,,-136,-11.66190379,-4.912654886,0,0,3
Davenport,4/2/2017,2017,9.25,1,9.25,-125,0,11.18033989,0,4.836281907,0,-205,0.385555556,1.58,0.6209312,1.256980509,-131,-146,-154,-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-177,-13.3041347,-5.176149733,0,2,0
Davenport,4/2/2017,2017,9.5,1,9.5,-145,0,12.04159458,0,4.983606622,0,-200,0.108529412,1.55,0.329438024,1.24498996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145,-12.04159458,-4.976733742,0,0,0
Davenport,4/2/2017,2017,9.75,1,9.75,-154,0,12.40967365,0,5.043425117,0,-203,0.08,1.62,0.282842712,1.272792206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-154,-12.40967365,-5.036952602,0,0,0
Davenport,4/2/2017,2017,10,1,10,-154,0,12.40967365,0,5.043425117,0,-200,0.116235294,1.62,0.340932976,1.272792206,-165,-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-177,-13.3041347,-5.176149733,0,1,0
Davenport,5/3/2017,2017,5.25,1,5.25,-100,0,10,0,4.615120517,0,-170,0.39,1.39,0.6244998,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"missed on sample day, need to retake",-100,-10,-4.605170186,0,0,0
Davenport,5/3/2017,2017,5.5,1,5.5,-100,0,10,0,4.615120517,0,-170,0.42,1.42,0.64807407,1.191637529,,,,,,,,,,,,,,,,,,,,,-72,-75,,,,,,,,,,,,-100,-10,-4.605170186,0,0,1
Davenport,5/3/2017,2017,5.75,1,5.75,-55,0,7.416198487,0,4.025351691,0,-170,0.87,1.42,0.932737905,1.191637529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,-7.416198487,-4.007333185,0,0,0
Davenport,4/2/2017,2017,4.75,1,4.75,-94,0,9.695359715,0,4.553876892,0,-145,0.584666667,1.18,0.764634989,1.086278049,,,,,,,,,,,,,,,,,,,,,-15,-18,,,,,,,,,,,,-94,-9.695359715,-4.543294782,0,0,1
Davenport,4/2/2017,2017,4.5,1,4.5,-110,0,10.48808848,0,4.709530201,0,-160,0.462,1.1,0.679705819,1.048808848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110,-10.48808848,-4.700480366,0,0,0
Davenport,4/2/2017,2017,4.25,1,4.25,-84,0,9.16515139,0,4.442651256,0,-140,0.64325,1.1,0.802028678,1.048808848,,,,,,,,,,,,,,,,,,,,,-17,-29,,,,,,,,,,,,-84,-9.16515139,-4.430816799,0,0,1
Davenport,4/2/2017,2017,3.75,1,3.75,-94,0,9.695359715,0,4.553876892,0,-135,0.04,0.98,0.2,0.989949494,,,,,,,,,,,,,,,,,,,,,-36,-45,-58,-60,,,,,,,,,,-94,-9.695359715,-4.543294782,0,0,2
Davenport,4/2/2017,2017,3.5,1,3.5,-93,0,9.643650761,0,4.543294782,0,-130,0.06,0.99,0.244948974,0.994987437,,,,,,,,,,,,,,,,,,,,,-29,-61,,,,,,,,,,,,-93,-9.643650761,-4.532599493,0,0,1
Davenport,4/2/2017,2017,3.25,1,3.25,-95,0,9.746794345,0,4.564348191,0,-130,0.08,1.03,0.282842712,1.014889157,,,,,,,,,,,,,,,,,,,,,-20,-41,,,,,,,,,,,,-95,-9.746794345,-4.553876892,0,0,1
Davenport,4/2/2017,2017,2.75,1,2.75,-102,0,10.09950494,0,4.634728988,0,-135,0.03,1.05,0.173205081,1.024695077,,,,,,,,,,,,,,,,,,,,,-60,-63,,,,,,,,,,,,-102,-10.09950494,-4.624972813,0,0,1
Davenport,4/2/2017,2017,2.5,1,2.5,-90,0,9.486832981,0,4.510859507,0,-140,0.15,1.05,0.387298335,1.024695077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-9.486832981,-4.49980967,0,0,0
Davenport,4/2/2017,2017,2.25,1,2.25,-88,0,9.38083152,0,4.48863637,0,-140,0.14,1.02,0.374165739,1.009950494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-9.38083152,-4.477336814,0,0,0
Davenport,4/2/2017,2017,1.75,1,1.75,-84,0,9.16515139,0,4.442651256,0,-160,0.19,1.03,0.435889894,1.014889157,-99,-100,,,,,,,,,,,,,,,,,,,-3,-12,-51,-54,,,,,,,,,,-100,-10,-4.605170186,0,1,2
Davenport,4/2/2017,2017,1.5,1,1.5,-56,0,7.483314774,0,4.043051268,0,-160,0.47,1.03,0.68556546,1.014889157,-62,-70,-91,-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101,-10.04987562,-4.615120517,0,2,0
Davenport,4/2/2017,2017,1.25,1,1.25,-54,0,7.348469228,0,4.007333185,0,-170,0.47,1.01,0.68556546,1.004987562,-55,-57,-68,-70,-75,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-8.774964387,-4.343805422,0,3,0
Davenport,4/2/2017,2017,0.75,1,0.75,-80,0,8.94427191,0,4.394449155,0,-180,0.21,1.01,0.458257569,1.004987562,,,,,,,,,,,,,,,,,,,,,-16,-25,,,,,,,,,,,,-80,-8.94427191,-4.382026635,0,0,1
Davenport,4/2/2017,2017,0.5,1,0.5,-77,0,8.774964387,0,4.356708827,0,-185,0.56,1.33,0.748331477,1.153256259,-100,-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107,-10.34408043,-4.672828834,0,1,0
Davenport,4/2/2017,2017,0.25,1,0.25,-70,0,8.366600265,0,4.262679877,0,-185,0.37,1.07,0.608276253,1.034408043,-94,-109,-113,-118,,,,,,,,,,,,,,,,,-8,-11,,,,,,,,,,,,-118,-10.86278049,-4.770684624,0,2,1
Davenport,4/2/2017,2017,5,1,5,-94,0,9.695359715,0,4.553876892,0,-145,0.45,1.39,0.670820393,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94,-9.695359715,-4.543294782,0,0,0
Davenport,4/2/2017,2017,4,1,4,-90,0,9.486832981,0,4.510859507,0,-135,0.6,0.97,0.774596669,0.98488578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-9.486832981,-4.49980967,0,0,0
Davenport,4/2/2017,2017,3,1,3,-88,0,9.38083152,0,4.48863637,0,-130,0.15,1.03,0.387298335,1.014889157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-9.38083152,-4.477336814,0,0,0
Davenport,4/2/2017,2017,2,1,2,-65,0,8.062257748,0,4.189654742,0,-150,0.37,1.02,0.608276253,1.009950494,-64,-75,,,,,,,,,,,,,,,,,,,-49,-52,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,1,1
Davenport,4/2/2017,2017,1,1,1,-66,0,8.124038405,0,4.204692619,0,-120,0.35,1.01,0.591607978,1.004987562,-72,-73,-80,-90,-94,-96,,,,,,,,,,,,,,,-21,-25,,,,,,,,,,,,-96,-9.797958971,-4.564348191,0,3,1
Davenport,4/2/2017,2017,0,1,0,-101,0,10.04987562,0,4.624972813,0,-140,0.06,1.07,0.244948974,1.034408043,-118,-120,,,,,,,,,,,,,,,,,,,-15,-29,,,,,,,,,,,,-120,-10.95445115,-4.787491743,0,1,1
Terrace,4/4/2017,2017,1.25,1,1.25,-75,0,8.660254038,0,4.33073334,0,-175,0.68,1.43,0.824621125,1.195826074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,0,0
Terrace,4/4/2017,2017,1.5,1,1.5,-70,0,8.366600265,0,4.262679877,0,-175,0.72,1.42,0.848528137,1.191637529,,,,,,,,,,,,,,,,,,,,,-20,-27,,,,,,,,,,,,-70,-8.366600265,-4.248495242,0,0,1
Terrace,4/4/2017,2017,1.75,1,1.75,-57,-20,7.549834435,4.472135955,4.060443011,3.044522438,-180,0.85,1.22,0.921954446,1.104536102,,,,,,,,,,,,,,,,,,,,,-35,-40,,,,,,,,,,,,-57,-7.549834435,-4.043051268,-20,0,1
Terrace,4/4/2017,2017,2.25,1,2.25,-50,0,7.071067812,0,3.931825633,0,-170,0.85,1.35,0.921954446,1.161895004,-80,-81,-105,-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107,-10.34408043,-4.672828834,0,2,0
Terrace,4/4/2017,2017,2.5,1,2.5,-41,0,6.403124237,0,3.737669618,0,-170,0.92,1.33,0.959166305,1.153256259,-65,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-8.185352772,-4.204692619,0,1,0
Terrace,4/4/2017,2017,2.75,1,2.75,-75,0,8.660254038,0,4.33073334,0,-175,0.59,1.34,0.768114575,1.15758369,,,,,,,,,,,,,,,,,,,,,-20,-25,-35,-40,,,,,,,,,,-75,-8.660254038,-4.317488114,0,0,2
Terrace,4/4/2017,2017,3.25,1,3.25,-60,-19,7.745966692,4.358898944,4.110873864,2.995732274,-165,0.57,0.98,0.754983444,0.989949494,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-9.38083152,-4.477336814,-19,1,0
Terrace,4/4/2017,2017,3,1,3,-74,0,8.602325267,0,4.317488114,0,-170,0.6,1.34,0.774596669,1.15758369,-76,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-8.774964387,-4.343805422,0,1,0
Terrace,4/4/2017,2017,3.5,1,3.5,-35,0,5.916079783,0,3.583518938,0,-160,0.82,1.17,0.905538514,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,-5.916079783,-3.555348061,0,0,0
Terrace,4/4/2017,2017,3.75,1,3.75,-70,0,8.366600265,0,4.262679877,0,-195,0.64,1.34,0.8,1.15758369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-8.366600265,-4.248495242,0,0,0
Terrace,4/4/2017,2017,4,1,4,-52,0,7.211102551,0,3.970291914,0,-175,0.82,1.34,0.905538514,1.15758369,-64,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-8.426149773,-4.262679877,0,1,0
Terrace,4/4/2017,2017,4.25,1,4.25,-45,0,6.708203932,0,3.828641396,0,-190,0.85,1.3,0.921954446,1.140175425,-53,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-7.810249676,-4.110873864,0,1,0
Terrace,4/4/2017,2017,4.5,1,4.5,-40,0,6.32455532,0,3.713572067,0,-190,0.9,1.3,0.948683298,1.140175425,-155,-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155,-12.4498996,-5.043425117,0,1,0
Terrace,4/4/2017,2017,4.75,1,4.75,-10,0,3.16227766,0,2.397895273,0,-165,1.15,1.25,1.072380529,1.118033989,-35,-42,-129,-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131,-11.44552314,-4.875197323,0,2,0
Terrace,4/4/2017,2017,5,1,5,-20,0,4.472135955,0,3.044522438,0,-160,1.05,1.25,1.024695077,1.118033989,-122,-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-126,-11.22497216,-4.836281907,0,1,0
Terrace,4/4/2017,2017,5.25,1,5.25,-20,0,4.472135955,0,3.044522438,0,-160,1.19,1.39,1.090871211,1.178982612,-31,-36,-120,-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125,-11.18033989,-4.828313737,0,2,0
Terrace,4/4/2017,2017,5.5,1,5.5,-22,0,4.69041576,0,3.135494216,0,-160,1.17,1.39,1.081665383,1.178982612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22,-4.69041576,-3.091042453,0,0,0
Terrace,4/4/2017,2017,5.75,1,5.75,-11,0,3.31662479,0,2.48490665,0,-155,1.28,1.39,1.13137085,1.178982612,-28,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,-5.916079783,-3.555348061,0,1,0
Terrace,4/4/2017,2017,6,1,6,-21,0,4.582575695,0,3.091042453,0,-160,1.12,1.33,1.058300524,1.153256259,-105,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105,-10.24695077,-4.65396035,0,1,0
Terrace,4/4/2017,2017,2,1,2,-42,-3,6.480740698,1.732050808,3.761200116,1.386294361,-160,0.93,1.32,0.964365076,1.148912529,-66,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-8.717797887,-4.33073334,-3,1,0
Terrace,4/4/2017,2017,1,1,1,-70,-10,8.366600265,3.16227766,4.262679877,2.397895273,-170,0.73,1.33,0.854400375,1.153256259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-8.366600265,-4.248495242,-10,0,0
Terrace,4/4/2017,2017,11.75,2,5.75,-48,0,6.92820323,0,3.891820298,0,-185,0.69,1.17,0.830662386,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,-6.92820323,-3.871201011,0,0,0
Terrace,4/4/2017,2017,11.5,2,5.5,-65,0,8.062257748,0,4.189654742,0,-185,0.52,1.17,0.721110255,1.081665383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-8.062257748,-4.17438727,0,0,0
Terrace,4/4/2017,2017,11.25,2,5.25,-79,0,8.888194417,0,4.382026635,0,-180,0.44,1.23,0.663324958,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-8.888194417,-4.369447852,0,0,0
Terrace,4/4/2017,2017,11,2,5,-77,0,8.774964387,0,4.356708827,0,-190,0.46,1.23,0.678232998,1.109053651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-8.774964387,-4.343805422,0,0,0
Terrace,4/4/2017,2017,10.75,2,4.75,-71,0,8.426149773,0,4.276666119,0,-190,0.47,1.18,0.68556546,1.086278049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-8.426149773,-4.262679877,0,0,0
Terrace,4/4/2017,2017,10.5,2,4.5,-80,0,8.94427191,0,4.394449155,0,-195,0.38,1.18,0.6164414,1.086278049,,,,,,,,,,,,,,,,,,,,,-25,-40,-66,-73,,,,,,,,,,-80,-8.94427191,-4.382026635,0,0,2
Terrace,4/4/2017,2017,10.25,2,4.25,-60,0,7.745966692,0,4.110873864,0,-195,0.69,1.29,0.830662386,1.135781669,-89,-90,,,,,,,,,,,,,,,,,,,-17,-20,,,,,,,,,,,,-90,-9.486832981,-4.49980967,0,1,1
Terrace,4/4/2017,2017,10,2,4,-60,0,7.745966692,0,4.110873864,0,-195,0.69,1.29,0.830662386,1.135781669,,,,,,,,,,,,,,,,,,,,,25,-40,,,,,,,,,,,,-60,-7.745966692,-4.094344562,0,0,1
Terrace,4/4/2017,2017,9.75,2,3.75,-70,0,8.366600265,0,4.262679877,0,-190,0.67,1.37,0.818535277,1.170469991,,,,,,,,,,,,,,,,,,,,,-38,-44,-60,-62,,,,,,,,,,-70,-8.366600265,-4.248495242,0,0,2
Terrace,4/4/2017,2017,9.5,2,3.5,-60,0,7.745966692,0,4.110873864,0,-190,0.77,1.37,0.877496439,1.170469991,-135,-136,,,,,,,,,,,,,,,,,,,-31,-34,-45,-52,,,,,,,,,,-136,-11.66190379,-4.912654886,0,1,2
Terrace,4/4/2017,2017,9.25,2,3.25,-95,0,9.746794345,0,4.564348191,0,-190,0.42,1.37,0.64807407,1.170469991,-105,-105,-120,-122,-130,-130,,,,,,,,,,,,,,,-17,-39,-52,-55,,,,,,,,,,-130,-11.40175425,-4.86753445,0,3,2
Terrace,4/4/2017,2017,9,2,3,-105,0,10.24695077,0,4.663439094,0,-195,0.32,1.37,0.565685425,1.170469991,,,,,,,,,,,,,,,,,,,,,-5,-10,-53,-57,-68,-70,,,,,,,,-105,-10.24695077,-4.65396035,0,0,3
Terrace,4/4/2017,2017,8.75,2,2.75,-110,0,10.48808848,0,4.709530201,0,-195,0.26,1.36,0.509901951,1.166190379,,,,,,,,,,,,,,,,,,,,,-37,-40,-75,-80,,,,,,,,,,-110,-10.48808848,-4.700480366,0,0,2
Terrace,4/4/2017,2017,8.5,2,2.5,-70,0,8.366600265,0,4.262679877,0,-200,0.66,1.36,0.81240384,1.166190379,-80,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-9.219544457,-4.442651256,0,1,0
Terrace,4/4/2017,2017,8.25,2,2.25,-80,-40,8.94427191,6.32455532,4.394449155,3.713572067,-205,0.58,0.98,0.761577311,0.989949494,-82,-90,-91,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,-10,-4.605170186,-40,2,0
Terrace,4/4/2017,2017,8,2,2,-65,-36,8.062257748,6,4.189654742,3.610917913,-190,0.73,1.02,0.854400375,1.009950494,-71,-71,-80,-86,-120,-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145,-12.04159458,-4.976733742,-36,3,0
Terrace,4/4/2017,2017,7.75,2,1.75,-70,-8,8.366600265,2.828427125,4.262679877,2.197224577,-190,0.67,1.29,0.818535277,1.135781669,-75,-75,-85,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95,-9.746794345,-4.553876892,-8,2,0
Terrace,4/4/2017,2017,7.5,2,1.5,-115,-22,10.72380529,4.69041576,4.753590191,3.135494216,-195,0.22,1.15,0.469041576,1.072380529,-105,-130,,,,,,,,,,,,,,,,,,,-49,-50,-80,-83,,,,,,,,,,-130,-11.40175425,-4.86753445,-22,1,2
