site,date,year,rep,bench,horiz_m,lower_limit,upper_limit,sqrt(lower),sqt(upper),ln(lower)+1,ln(upper)+1,bottom,lower_elev_m,upper_elev_m,sqrt(lower_elev),sqrt(upper_elev),patch1_upper,patch1_lower,patch2_upper,patch2_lower,patch3_upper,patch3_lower,patch4_upper,patch4_lower,patch5_upper,patch5_lower,patch6_upper,patch6_lower,patch7_upper,patch7_lower,patch8_upper,patch8_lower,patch9_upper,patch9_lower,patch10_upper,patch10_lower,gap1_upper,gap1_lower,gap2_upper,gap2_lower,gap3_upper,gap3_lower,gap4_upper,gap4_lower,gap5_upper,gap5_lower,cliff_tidal_height_top (cm),cliff_tidal_height_bottom (cm),notes,lowest_mussel,sqrt_lowest_mussel,ln_lowest_mussel,highest_mussel,n_patches,n_gaps
Hopkins,4/22/2014,2014,3.25,1,3.25,-50,0,7.071067812,0,3.931825633,0,-173,0.12,0.59,0.346410162,0.768114575,-77,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,-78,-8.831760866,-4.356708827,0,1,0
Hopkins,4/22/2014,2014,3.5,1,3.5,-55,0,7.416198487,0,4.025351691,0,-80,-0.05625,0.59,-0.237170825,0.768114575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,-55,-7.416198487,-4.007333185,0,0,0
Hopkins,4/22/2014,2014,3.75,1,3.75,-67,0,8.185352772,0,4.219507705,0,-83,0.14,0.81,0.374165739,0.9,-70,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,-77,-8.774964387,-4.343805422,0,1,0
Hopkins,4/22/2014,2014,4,1,4,-70,0,8.366600265,0,4.262679877,0,-84,0.29,0.99,0.538516481,0.994987437,,,,,,,,,,,,,,,,,,,,,-49,-57,,,,,,,,,99,-44,,-70,-8.366600265,-4.248495242,0,0,1
Hopkins,4/22/2014,2014,4.25,1,4.25,-81,-7,9,2.645751311,4.406719247,2.079441542,-94,0.16,0.9,0.4,0.948683298,,,,,,,,,,,,,,,,,,,,,-53,-60,,,,,,,,,99,,,-81,-9,-4.394449155,-7,0,1
Hopkins,4/22/2014,2014,4.5,1,4.5,-81,-49,9,7,4.406719247,3.912023005,-103,0.16,0.48,0.4,0.692820323,-98,-103,,,,,,,,,,,,,,,,,,,-59,-66,,,,,,,,,97,,,-103,-10.14889157,-4.634728988,-49,1,1
Hopkins,4/22/2014,2014,4.75,1,4.75,-109,-47,10.44030651,6.8556546,4.700480366,3.871201011,-241,0.349130435,0.753478261,0.590872605,0.868031256,-118,-132,-159,-162,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,-162,-12.72792206,-5.087596335,-47,2,0
Hopkins,4/22/2014,2014,5,1,5,-97,-51,9.848857802,7.141428429,4.584967479,3.951243719,-230,0.588612245,0.89277551,0.767210691,0.944867986,-101,-104,-106,-111,-123,-131,-147,-150,,,,,,,,,,,,,,,,,,,,,,,123,-39,,-150,-12.24744871,-5.010635294,-51,4,0
Hopkins,4/22/2014,2014,5.25,1,5.25,-100,-42,10,6.480740698,4.615120517,3.761200116,-230,0.499090909,0.928818182,0.706463664,0.963752137,-106,-114,-120,-123,-141,-147,,,,,,,,,,,,,,,,,,,,,,,,,124,,,-147,-12.12435565,-4.990432587,-42,3,0
Hopkins,4/22/2014,2014,5.5,1,5.5,-100,-43,10,6.557438524,4.615120517,3.784189634,-227,0.463809524,0.906238095,0.681035626,0.951965386,-25,-34,-156,-157,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,-157,-12.52996409,-5.056245805,-25,2,0
Hopkins,4/22/2014,2014,5.75,1,5.75,-102,-20,10.09950494,4.472135955,4.634728988,3.044522438,-124,0.422571429,1.03952381,0.650054943,1.019570404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,-102,-10.09950494,-4.624972813,-20,0,0
Hopkins,4/22/2014,2014,6,1,6,-87,-9,9.327379053,3,4.477336814,2.302585093,-200,0.384368421,0.963210526,0.619974533,0.981432894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,-38,,-87,-9.327379053,-4.465908119,-9,0,0
Hopkins,4/22/2014,2014,6.25,1,6.25,-59,-9,7.681145748,3,4.094344562,2.302585093,-199,0.379611111,0.6935,0.616125889,0.832766474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,-59,-7.681145748,-4.077537444,-9,0,0
Hopkins,4/22/2014,2014,6.5,1,6.5,-60,-22,7.745966692,4.69041576,4.110873864,3.135494216,-174,0.481,0.7147,0.693541635,0.845399314,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,-60,-7.745966692,-4.094344562,0,1,0
Hopkins,4/22/2014,2014,6.75,1,6.75,-96,-57,9.797958971,7.549834435,4.574710979,4.060443011,-227,0.218631579,0.467,0.467580559,0.683373983,-42,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,-96,-9.797958971,-4.564348191,-42,1,0
Hopkins,4/22/2014,2014,7,1,7,-48,-6,6.92820323,2.449489743,3.891820298,1.945910149,-190,0.3408,0.7076,0.583780781,0.841189634,-55,-67,,,,,,,,,,,,,,,,,,,-14,-23,,,,,,,,,76,-55,,-67,-8.185352772,-4.204692619,-6,1,1
Hopkins,4/22/2014,2014,8,2,8,-124,0,11.13552873,0,4.828313737,0,-194,0.08369697,0.73,0.289304286,0.854400375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,-13,,-124,-11.13552873,-4.820281566,0,0,0
Hopkins,4/22/2014,2014,8.25,2,8.25,-100,0,10,0,4.615120517,0,-165,0.136896552,0.73,0.36999534,0.854400375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,-100,-10,-4.605170186,0,0,0
Hopkins,4/22/2014,2014,8.5,2,8.5,-89,0,9.433981132,0,4.49980967,0,-148,0.206,0.74,0.453872229,0.860232527,-126,-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,-130,-11.40175425,-4.86753445,0,1,0
Hopkins,4/22/2014,2014,8.75,2,8.75,-88,0,9.38083152,0,4.48863637,0,-144,0.212,0.74,0.460434577,0.860232527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,-88,-9.38083152,-4.477336814,0,0,0
Hopkins,4/22/2014,2014,9,2,9,-75,0,8.660254038,0,4.33073334,0,-150,0.45,0.85,0.670820393,0.921954446,-93,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,-3,,-94,-9.695359715,-4.543294782,0,1,0
Hopkins,4/22/2014,2014,9.25,2,9.25,-77,0,8.774964387,0,4.356708827,0,-153,0.41283871,0.85,0.64252526,0.921954446,,,,,,,,,,,,,,,,,,,,,-30,-38,,,,,,,,,85,,,-77,-8.774964387,-4.343805422,0,0,1
Hopkins,4/22/2014,2014,9.5,2,9.5,-55,0,7.416198487,0,4.025351691,0,-144,0.492142857,0.83,0.701528942,0.911043358,-57,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,-64,-8,-4.158883083,0,1,0
Hopkins,4/22/2014,2014,9.75,2,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,0,0,#NUM!,0,0,0
Hopkins,4/22/2014,2014,10,2,10,-84,0,9.16515139,0,4.442651256,0,-169,0.327076923,0.76,0.571906394,0.871779789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,9,,-84,-9.16515139,-4.430816799,0,0,0
Hopkins,3/26/2015,2015,0,1,0,-93,-53,9.643650761,7.280109889,4.543294782,3.988984047,-155,0.316,0.636,0.562138773,0.797496081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-93,-9.643650761,-4.532599493,-53,0,0
Hopkins,3/26/2015,2015,0.25,1,0.25,-73,-7,8.544003745,2.645751311,4.304065093,2.079441542,-140,0.346428571,0.865,0.588581831,0.930053762,,,,,,,,,,,,,,,,,,,,,-20,-41,,,,,,,,,,,,-73,-8.544003745,-4.290459441,-7,0,1
Hopkins,3/26/2015,2015,0.5,1,0.5,-66,0,8.124038405,0,4.204692619,0,-124,0.269032258,0.78,0.518683196,0.883176087,,,,,,,,,,,,,,,,,,,,,-9,-20,,,,,,,,,,,,-66,-8.124038405,-4.189654742,0,0,1
Hopkins,3/26/2015,2015,0.75,1,0.75,-49,0,7,0,3.912023005,0,-115,0.279130435,0.62,0.528327961,0.787400787,-47,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,-7.483314774,-4.025351691,0,1,0
Hopkins,3/26/2015,2015,1,1,1,-33,0,5.744562647,0,3.526360525,0,-130,0.354384615,0.56,0.595302121,0.748331477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33,-5.744562647,-3.496507561,0,0,0
Hopkins,3/26/2015,2015,1.25,1,1.25,-59,0,7.681145748,0,4.094344562,0,-140,0.288071429,0.68,0.53672286,0.824621125,-72,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,1,0
Hopkins,3/26/2015,2015,1.5,1,1.5,-67,0,8.185352772,0,4.219507705,0,-140,0.307928571,0.82,0.554913121,0.905538514,-83,-86,,,,,,,,,,,,,,,,,,,-30,-43,,,,,,,,,,,,-86,-9.273618495,-4.454347296,0,1,1
Hopkins,3/26/2015,2015,1.75,1,1.75,-53,0,7.280109889,0,3.988984047,0,-140,0.365214286,0.74,0.604329617,0.860232527,-55,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-7.810249676,-4.110873864,0,1,0
Hopkins,3/26/2015,2015,2,1,2,-47,0,6.8556546,0,3.871201011,0,-150,0.154866667,0.44,0.393531024,0.663324958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,-6.8556546,-3.850147602,0,0,0
Hopkins,3/26/2015,2015,2.25,1,2.25,-32,0,5.656854249,0,3.496507561,0,-150,0.206533333,0.39,0.454459386,0.6244998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32,-5.656854249,-3.465735903,0,0,0
Hopkins,3/26/2015,2015,2.5,1,2.5,-44,0,6.633249581,0,3.80666249,0,-140,0.154,0.44,0.392428337,0.663324958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,-6.633249581,-3.784189634,0,0,0
Hopkins,3/26/2015,2015,2.75,1,2.75,-52,0,7.211102551,0,3.970291914,0,-130,0.07,0.43,0.264575131,0.655743852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,-7.211102551,-3.951243719,0,0,0
Hopkins,3/26/2015,2015,3,1,3,-60,0,7.745966692,0,4.110873864,0,-150,0.124,0.44,0.352136337,0.663324958,-68,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bolt,-70,-8.366600265,-4.248495242,0,1,0
Hopkins,3/26/2015,2015,3.25,1,3.25,-57,0,7.549834435,0,4.060443011,0,-100,0.0542,0.59,0.232808935,0.768114575,-65,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crest,-68,-8.246211251,-4.219507705,0,1,0
Hopkins,3/26/2015,2015,3.5,1,3.5,-64,0,8,0,4.17438727,0,-80,-0.162,0.59,-0.402492236,0.768114575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crest,-64,-8,-4.158883083,0,0,0
Hopkins,3/26/2015,2015,3.75,1,3.75,-67,0,8.185352772,0,4.219507705,0,-80,0.14,0.81,0.374165739,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-8.185352772,-4.204692619,0,0,0
Hopkins,3/26/2015,2015,4,1,4,-69,0,8.306623863,0,4.248495242,0,-85,0.3,0.99,0.547722558,0.994987437,-74,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-8.94427191,-4.382026635,0,1,0
Hopkins,3/26/2015,2015,4.25,1,4.25,-63,-9,7.937253933,3,4.158883083,2.302585093,-95,0.34,0.88,0.583095189,0.938083152,-68,-79,-87,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,-9.539392014,-4.510859507,-9,2,0
Hopkins,3/26/2015,2015,4.5,1,4.5,-45,-20,6.708203932,4.472135955,3.828641396,3.044522438,-90,0.52,0.77,0.721110255,0.877496439,-57,-63,-66,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-8.544003745,-4.290459441,-20,2,0
Hopkins,3/26/2015,2015,4.75,1,4.75,-102,-46,10.09950494,6.782329983,4.634728988,3.850147602,-230,0.394782609,0.76,0.628317283,0.871779789,-122,-133,-140,-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -104 to -140, -170 to -182",-151,-12.28820573,-5.017279837,-46,2,0
Hopkins,3/26/2015,2015,5,1,5,-110,-52,10.48808848,7.211102551,4.709530201,3.970291914,-245,0.502653061,0.886163265,0.708980297,0.941362452,-125,-134,-140,-146,-154,-158,-164,-166,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -110 to -128, -140 to -154, -185 to -196",-166,-12.88409873,-5.111987788,-52,4,0
Hopkins,3/26/2015,2015,5.25,1,5.25,-99,-46,9.949874371,6.782329983,4.605170186,3.850147602,-220,0.5065,0.899181818,0.711688134,0.94825198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -120 to -155,-99,-9.949874371,-4.59511985,-46,0,0
Hopkins,3/26/2015,2015,5.5,1,5.5,-89,-37,9.433981132,6.08276253,4.49980967,3.63758616,-210,0.549190476,0.952809524,0.741073867,0.976119626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -112 to -145,-89,-9.433981132,-4.48863637,-37,0,0
Hopkins,3/26/2015,2015,5.75,1,5.75,-89,-20,9.433981132,4.472135955,4.49980967,3.044522438,-210,0.520380952,1.03952381,0.72137435,1.019570404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -108 to -139,-89,-9.433981132,-4.48863637,-20,0,0
Hopkins,3/26/2015,2015,6,1,6,-90,-17,9.486832981,4.123105626,4.510859507,2.890371758,-190,0.362105263,0.903842105,0.601751829,0.950706109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -104 to -130,-90,-9.486832981,-4.49980967,-17,0,0
Hopkins,3/26/2015,2015,6.25,1,6.25,-66,-2,8.124038405,1.414213562,4.204692619,1.098612289,-180,0.335666667,0.737444444,0.579367471,0.858745856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -100 to -132,-66,-8.124038405,-4.189654742,-2,0,0
Hopkins,3/26/2015,2015,6.5,1,6.5,-63,-11,7.937253933,3.31662479,4.158883083,2.48490665,-200,0.46255,0.78235,0.680110285,0.884505512,,,,,,,,,,,,,,,,,,,,,-29,-35,,,,,,,,,,,horizontal -110 to -135,-63,-7.937253933,-4.143134726,-11,0,1
Hopkins,3/26/2015,2015,6.75,1,6.75,-63,-20,7.937253933,4.472135955,4.158883083,3.044522438,-190,0.428789474,0.702631579,0.654820184,0.83823122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-7.937253933,-4.143134726,-20,0,0
Hopkins,3/26/2015,2015,7,1,7,-40,0,6.32455532,0,3.713572067,0,-150,0.410666667,0.76,0.640832792,0.871779789,-46,-65,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bolt, horizontal -43 to -50, -108 to -128",-84,-9.16515139,-4.430816799,0,2,0
Hopkins,3/26/2015,2015,8,2,8,-115,0,10.72380529,0,4.753590191,0,-165,0.130606061,0.73,0.361394605,0.854400375,,,,,,,,,,,,,,,,,,,,,-16,-22,,,,,,,,,,,,-115,-10.72380529,-4.744932128,0,0,1
Hopkins,3/26/2015,2015,8.25,2,8.25,-95,0,9.746794345,0,4.564348191,0,-145,0.166551724,0.73,0.408107491,0.854400375,,,,,,,,,,,,,,,,,,,,,-29,-35,,,,,,,,,,,,-95,-9.746794345,-4.553876892,0,0,1
Hopkins,3/26/2015,2015,8.5,2,8.5,-80,0,8.94427191,0,4.394449155,0,-145,0.26,0.74,0.509901951,0.860232527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-8.94427191,-4.382026635,0,0,0
Hopkins,3/26/2015,2015,8.75,2,8.75,-87,0,9.327379053,0,4.477336814,0,-145,0.218,0.74,0.466904701,0.860232527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-9.327379053,-4.465908119,0,0,0
Hopkins,3/26/2015,2015,9,2,9,-77,0,8.774964387,0,4.356708827,0,-165,0.439333333,0.85,0.662822249,0.921954446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -77 to -87,-77,-8.774964387,-4.343805422,0,0,0
Hopkins,3/26/2015,2015,9.25,2,9.25,-85,0,9.219544457,0,4.454347296,0,-155,0.367419355,0.85,0.606151264,0.921954446,,,,,,,,,,,,,,,,,,,,,-36,-42,,,,,,,,,,,,-85,-9.219544457,-4.442651256,0,0,1
Hopkins,3/26/2015,2015,9.5,2,9.5,-75,0,8.660254038,0,4.33073334,0,-140,0.369285714,0.83,0.60768883,0.911043358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-8.660254038,-4.317488114,0,0,0
Hopkins,3/26/2015,2015,9.75,2,9.75,-70,0,8.366600265,0,4.262679877,0,-130,0.334615385,0.76,0.578459493,0.871779789,-83,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-9.486832981,-4.49980967,0,1,0
Hopkins,3/26/2015,2015,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#NUM!,0,0,0
Hopkins,4/6/2016,2016,0,1,0,-112,-60,10.58300524,7.745966692,4.727387819,4.110873864,-190,0.164,0.58,0.404969135,0.761577311,-30,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112,-10.58300524,-4.718498871,-30,1,0
Hopkins,4/6/2016,2016,0.25,1,0.25,-91,-13,9.539392014,3.605551275,4.521788577,2.63905733,-180,0.205,0.817857143,0.452769257,0.904354545,-33,-36,-105,-107,,,,,,,,,,,,,,,,,-28,-48,,,,,,,,,,,,-107,-10.34408043,-4.672828834,-13,2,1
Hopkins,4/6/2016,2016,0.5,1,0.5,-73,0,8.544003745,0,4.304065093,0,-170,0.21483871,0.78,0.463506968,0.883176087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-8.544003745,-4.290459441,0,0,0
Hopkins,4/6/2016,2016,0.75,1,0.75,-67,0,8.185352772,0,4.219507705,0,-160,0.153913043,0.62,0.392317529,0.787400787,,,,,,,,,,,,,,,,,,,,,-22,-27,,,,,,,,,,,,-67,-8.185352772,-4.204692619,0,0,1
Hopkins,4/6/2016,2016,1,1,1,-40,0,6.32455532,0,3.713572067,0,-140,0.310769231,0.56,0.557466798,0.748331477,-42,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,-6.708203932,-3.80666249,0,1,0
Hopkins,4/6/2016,2016,1.25,1,1.25,-51,0,7.141428429,0,3.951243719,0,-140,0.341214286,0.68,0.584135503,0.824621125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -14,-51,-7.141428429,-3.931825633,0,0,0
Hopkins,4/6/2016,2016,1.5,1,1.5,-61,0,7.810249676,0,4.127134385,0,-145,0.353785714,0.82,0.594798886,0.905538514,-73,-79,,,,,,,,,,,,,,,,,,,-28,-45,,,,,,,,,,,horizontal 0 to -16,-79,-8.888194417,-4.369447852,0,1,1
Hopkins,4/6/2016,2016,1.75,1,1.75,-74,0,8.602325267,0,4.317488114,0,-165,0.216714286,0.74,0.465525816,0.860232527,-85,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -30,-93,-9.643650761,-4.532599493,0,1,0
Hopkins,4/6/2016,2016,2,1,2,-57,0,7.549834435,0,4.060443011,0,-150,0.0942,0.44,0.306920185,0.663324958,-77,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -15,-80,-8.94427191,-4.382026635,0,1,0
Hopkins,4/6/2016,2016,2.25,1,2.25,-31,0,5.567764363,0,3.465735903,0,-160,0.212266667,0.39,0.460724068,0.6244998,-44,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -53,-47,-6.8556546,-3.850147602,0,1,0
Hopkins,4/6/2016,2016,2.5,1,2.5,-37,0,6.08276253,0,3.63758616,0,-140,0.1995,0.44,0.446654229,0.663324958,-56,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -25,-60,-7.745966692,-4.094344562,0,1,0
Hopkins,4/6/2016,2016,2.75,1,2.75,-50,0,7.071067812,0,3.931825633,0,-145,0.083846154,0.43,0.289562003,0.655743852,-62,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -20,-72,-8.485281374,-4.276666119,0,1,0
Hopkins,4/6/2016,2016,3,1,3,-65,0,8.062257748,0,4.189654742,0,-150,0.097666667,0.44,0.312516666,0.663324958,-76,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -10,-80,-8.94427191,-4.382026635,0,1,0
Hopkins,4/6/2016,2016,3.25,1,3.25,-39,0,6.244997998,0,3.688879454,0,-120,0.2234,0.59,0.472652092,0.768114575,-56,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,-7.549834435,-4.043051268,0,1,0
Hopkins,4/6/2016,2016,3.5,1,3.5,-63,0,7.937253933,0,4.158883083,0,-135,-0.15025,0.59,-0.387620949,0.768114575,-68,-69,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-9.219544457,-4.442651256,0,2,0
Hopkins,4/6/2016,2016,3.75,1,3.75,-60,0,7.745966692,0,4.110873864,0,-210,0.21,0.81,0.458257569,0.9,-83,-85,-107,-109,-141,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -61 to -94, -124 to -166",-142,-11.91637529,-4.955827058,0,3,0
Hopkins,4/6/2016,2016,4,1,4,-61,0,7.810249676,0,4.127134385,0,-175,0.38,0.99,0.6164414,0.994987437,-69,-75,-87,-92,-100,-107,-115,-125,-157,-162,,,,,,,,,,,,,,,,,,,,,,,horizontal -71 t -155,-162,-12.72792206,-5.087596335,0,5,0
Hopkins,4/6/2016,2016,4.25,1,4.25,-96,-9,9.797958971,3,4.574710979,2.302585093,-250,0.01,0.88,0.1,0.938083152,-98,-102,-111,-113,-125,-132,-139,-149,-179,-194,-199,-200,,,,,,,,,,,,,,,,,,,,,horizontal -97 to -173,-200,-14.14213562,-5.298317367,-9,6,0
Hopkins,4/6/2016,2016,4.5,1,4.5,-70,-9,8.366600265,3,4.262679877,2.302585093,-260,0.27,0.88,0.519615242,0.938083152,-93,-100,-140,-155,-214,-216,,,,,,,,,,,,,,,-57,-61,,,,,,,,,,,horizontal -86 to -166,-216,-14.69693846,-5.375278408,-9,3,1
Hopkins,4/6/2016,2016,4.75,1,4.75,-127,-68,11.26942767,8.246211251,4.852030264,4.234106505,-270,0.23173913,0.616521739,0.481392907,0.785188983,-55,-64,-132,-141,-148,-153,-158,-184,-193,-198,-213,-214,,,,,,,,,-102,-105,-108,-110,,,,,,,,,"horizontal -105 to -129, -148 to -168",-214,-14.62873884,-5.365976015,-55,6,2
Hopkins,4/6/2016,2016,5,1,5,-108,-52,10.39230485,7.211102551,4.691347882,3.970291914,-275,0.515877551,0.886163265,0.718246163,0.941362452,-113,-115,-150,-152,-178,-179,-185,-188,-195,-197,,,,,,,,,,,,,,,,,,,,,,,"horizontal -122 to -133, -150 to -173",-197,-14.03566885,-5.283203729,-52,5,0
Hopkins,4/6/2016,2016,5.25,1,5.25,-106,-50,10.29563014,7.071067812,4.672828834,3.931825633,-250,0.454636364,0.869545455,0.674267279,0.932494212,-109,-111,-126,-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -109 to -124, -175 to -185",-151,-12.28820573,-5.017279837,-50,2,0
Hopkins,4/6/2016,2016,5.5,1,5.5,-94,-43,9.695359715,6.557438524,4.553876892,3.784189634,-245,0.510380952,0.906238095,0.714409513,0.951965386,-107,-113,-118,-119,-128,-130,-136,-139,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -105 to -119, -161 to -174",-139,-11.78982612,-4.934473933,-43,4,0
Hopkins,4/6/2016,2016,5.75,1,5.75,-83,-38,9.110433579,6.164414003,4.430816799,3.663561646,-230,0.56552381,0.904095238,0.752013171,0.950839228,-116,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal -114 to -129,-117,-10.81665383,-4.762173935,-38,1,0
Hopkins,4/6/2016,2016,6,1,6,-96,-18,9.797958971,4.242640687,4.574710979,2.944438979,-240,0.317578947,0.896421053,0.563541434,0.946795148,-145,-146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -112 to -133, -150 to -173",-146,-12.08304597,-4.983606622,-18,1,0
Hopkins,4/6/2016,2016,6.25,1,6.25,-75,-6,8.660254038,2.449489743,4.33073334,1.945910149,-220,0.279166667,0.712333333,0.528362249,0.84399842,-101,-103,-130,-131,,,,,,,,,,,,,,,,,-43,-50,,,,,,,,,,,horizontal -95 to -119,-131,-11.44552314,-4.875197323,-6,2,1
Hopkins,4/6/2016,2016,6.5,1,6.5,-50,0,7.071067812,0,3.931825633,0,-195,0.5425,0.85,0.736545993,0.921954446,,,,,,,,,,,,,,,,,,,,,-40,-47,,,,,,,,,,,"horizontal 0 t -20, -81 to -101",-50,-7.071067812,-3.912023005,0,0,1
Hopkins,4/6/2016,2016,6.75,1,6.75,-61,-24,7.810249676,4.898979486,4.127134385,3.218875825,-200,0.441526316,0.677157895,0.664474466,0.822896041,0,-5,-78,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal 0 to -35, -98 to -122",-82,-9.055385138,-4.406719247,0,2,0
Hopkins,4/6/2016,2016,7,1,7,-66,-7,8.124038405,2.645751311,4.204692619,2.079441542,-195,0.1836,0.698866667,0.428485706,0.835982456,-78,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"horizontal -105 to -123, -153 t -110",-81,-9,-4.394449155,-7,1,0
Hopkins,4/6/2016,2016,8,2,8,-114,0,10.67707825,0,4.744932128,0,-170,0.135818182,0.73,0.368535184,0.854400375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horizontal 0 to -13,-114,-10.67707825,-4.736198448,0,0,0
Hopkins,4/6/2016,2016,8.25,2,8.25,-100,0,10,0,4.615120517,0,-145,0.136896552,0.73,0.36999534,0.854400375,-105,-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117,-10.81665383,-4.762173935,0,1,0
Hopkins,4/6/2016,2016,8.5,2,8.5,-89,0,9.433981132,0,4.49980967,0,-140,0.206,0.74,0.453872229,0.860232527,-100,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110,-10.48808848,-4.700480366,0,1,0
Hopkins,4/6/2016,2016,8.75,2,8.75,-75,0,8.660254038,0,4.33073334,0,-145,0.29,0.74,0.538516481,0.860232527,-108,-110,,,,,,,,,,,,,,,,,,,-5,-7,,,,,,,,,,,,-110,-10.48808848,-4.700480366,0,1,1
Hopkins,4/6/2016,2016,9,2,9,-80,0,8.94427191,0,4.394449155,0,-145,0.423333333,0.85,0.65064071,0.921954446,-98,-101,-133,-139,,,,,,,,,,,,,,,,,-51,-58,,,,,,,,,,,,-139,-11.78982612,-4.934473933,0,2,1
