site,date,year,rep,elevation (m),bench,transect,meter,lowerlim_zone,girth (mm),depth (mm),sqrt(girth),sqrt(depth),ln(girth),ln(depth),monolayer,myt_type,myt_present,zone,notes,year_zone,refuge_size (over 35mm)
Hopkins,4/22/2014,2014,4,0.76,1,4,0.23,0,22,64,4.69041576,8,3.091042453,4.158883083,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,4,0.79,1,4,0.2,0,26,77,5.099019514,8.774964387,3.258096538,4.343805422,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,4,0.89,1,4,0.1,0,11,36,3.31662479,6,2.397895273,3.583518938,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,4,0.99,1,4,0,0,15,47,3.872983346,6.8556546,2.708050201,3.850147602,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.23155102,1,5,1.51,0,18,17,4.242640687,4.123105626,2.890371758,2.833213344,1,patch,1,z3,,2014_z3,0
Hopkins,4/22/2014,2014,5,0.297673469,1,5,1.41,0,21,10,4.582575695,3.16227766,3.044522438,2.302585093,1,patch,1,z3,,2014_z3,0
Hopkins,4/22/2014,2014,5,0.363795918,1,5,1.31,0,26,42,5.099019514,6.480740698,3.258096538,3.737669618,1,patch,1,z3,,2014_z3,0
Hopkins,4/22/2014,2014,5,0.429918367,1,5,1.21,1,22,25,4.69041576,5,3.091042453,3.218875825,1,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,5,0.496040816,1,5,1.11,1,20,30,4.472135955,5.477225575,2.995732274,3.401197382,1,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,5,0.509265306,1,5,1.09,1,24,18,4.898979486,4.242640687,3.17805383,2.890371758,1,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,5,0.529102041,1,5,1.06,1,26,18,5.099019514,4.242640687,3.258096538,2.890371758,1,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,5,0.542326531,1,5,1.04,1,20,15,4.472135955,3.872983346,2.995732274,2.708050201,1,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,5,0.562163265,1,5,1.01,1,21,25,4.582575695,5,3.044522438,3.218875825,1,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,5,0.59522449,1,5,0.96,1,17,70,4.123105626,8.366600265,2.833213344,4.248495242,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.615061224,1,5,0.93,1,35,39,5.916079783,6.244997998,3.555348061,3.663561646,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.634897959,1,5,0.9,1,12,79,3.464101615,8.888194417,2.48490665,4.369447852,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.654734694,1,5,0.87,1,20,72,4.472135955,8.485281374,2.995732274,4.276666119,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.674571429,1,5,0.84,1,12,73,3.464101615,8.544003745,2.48490665,4.290459441,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.694408163,1,5,0.81,1,24,74,4.898979486,8.602325267,3.17805383,4.304065093,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.714244898,1,5,0.78,1,19,46,4.358898944,6.782329983,2.944438979,3.828641396,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.734081633,1,5,0.75,1,25,72,5,8.485281374,3.218875825,4.276666119,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.753918367,1,5,0.72,1,21,47,4.582575695,6.8556546,3.044522438,3.850147602,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.773755102,1,5,0.69,0,23,36,4.795831523,6,3.135494216,3.583518938,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.793591837,1,5,0.66,0,21,40,4.582575695,6.32455532,3.044522438,3.688879454,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.813428571,1,5,0.63,0,23,34,4.795831523,5.830951895,3.135494216,3.526360525,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.833265306,1,5,0.6,0,21,39,4.582575695,6.244997998,3.044522438,3.663561646,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.853102041,1,5,0.57,0,16,25,4,5,2.772588722,3.218875825,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.872938776,1,5,0.54,0,17,15,4.123105626,3.872983346,2.833213344,2.708050201,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,5,0.89277551,1,5,0.51,0,15,16,3.872983346,4,2.708050201,2.772588722,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.384368421,1,6,0.87,0,18,31,4.242640687,5.567764363,2.890371758,3.433987204,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.399210526,1,6,0.85,0,21,28,4.582575695,5.291502622,3.044522438,3.33220451,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.421473684,1,6,0.82,0,15,43,3.872983346,6.557438524,2.708050201,3.761200116,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.443736842,1,6,0.79,0,26,28,5.099019514,5.291502622,3.258096538,3.33220451,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.466,1,6,0.76,0,32,45,5.656854249,6.708203932,3.465735903,3.80666249,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.488263158,1,6,0.73,0,26,50,5.099019514,7.071067812,3.258096538,3.912023005,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.510526316,1,6,0.7,0,15,55,3.872983346,7.416198487,2.708050201,4.007333185,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.532789474,1,6,0.67,0,30,40,5.477225575,6.32455532,3.401197382,3.688879454,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.555052632,1,6,0.64,0,31,54,5.567764363,7.348469228,3.433987204,3.988984047,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.577315789,1,6,0.61,0,27,56,5.196152423,7.483314774,3.295836866,4.025351691,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.599578947,1,6,0.58,0,25,68,5,8.246211251,3.218875825,4.219507705,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.621842105,1,6,0.55,0,22,56,4.69041576,7.483314774,3.091042453,4.025351691,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.644105263,1,6,0.52,0,25,14,5,3.741657387,3.218875825,2.63905733,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.666368421,1,6,0.49,0,16,15,4,3.872983346,2.772588722,2.708050201,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.688631579,1,6,0.46,0,20,17,4.472135955,4.123105626,2.995732274,2.833213344,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.710894737,1,6,0.43,0,13,15,3.605551275,3.872983346,2.564949357,2.708050201,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.733157895,1,6,0.4,0,20,40,4.472135955,6.32455532,2.995732274,3.688879454,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.755421053,1,6,0.37,0,17,30,4.123105626,5.477225575,2.833213344,3.401197382,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.807368421,1,6,0.3,0,14,28,3.741657387,5.291502622,2.63905733,3.33220451,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.881578947,1,6,0.2,0,17,29,4.123105626,5.385164807,2.833213344,3.36729583,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,6,0.955789474,1,6,0.1,0,11,23,3.31662479,4.795831523,2.397895273,3.135494216,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.3408,1,7,0.48,1,21,18,4.582575695,4.242640687,3.044522438,2.890371758,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.367,1,7,0.45,1,21,28,4.582575695,5.291502622,3.044522438,3.33220451,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.3932,1,7,0.42,1,19,29,4.358898944,5.385164807,2.944438979,3.36729583,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.4194,1,7,0.39,1,15,33,3.872983346,5.744562647,2.708050201,3.496507561,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.4456,1,7,0.36,1,24,29,4.898979486,5.385164807,3.17805383,3.36729583,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.4718,1,7,0.33,1,30,31,5.477225575,5.567764363,3.401197382,3.433987204,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.498,1,7,0.3,1,28,49,5.291502622,7,3.33220451,3.891820298,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.5242,1,7,0.27,1,15,15,3.872983346,3.872983346,2.708050201,2.708050201,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.5504,1,7,0.24,1,9,23,3,4.795831523,2.197224577,3.135494216,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.5766,1,7,0.21,0,9,18,3,4.242640687,2.197224577,2.890371758,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.6552,1,7,0.12,0,11,21,3.31662479,4.582575695,2.397895273,3.044522438,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.6814,1,7,0.09,0,9,21,3,4.582575695,2.197224577,3.044522438,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,7,0.7076,1,7,0.06,0,27,33,5.196152423,5.744562647,3.295836866,3.496507561,1,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.094121212,2,8,1.22,1,19,,4.358898944,,2.944438979,,,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,8,0.109757576,2,8,1.19,1,21,,4.582575695,,3.044522438,,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.125393939,2,8,1.16,1,19,,4.358898944,,2.944438979,,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.141030303,2,8,1.13,1,25,,5,,3.218875825,,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.156666667,2,8,1.1,1,26,67,5.099019514,8.185352772,3.258096538,4.204692619,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.17230303,2,8,1.07,1,24,58,4.898979486,7.615773106,3.17805383,4.060443011,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.187939394,2,8,1.04,1,30,61,5.477225575,7.810249676,3.401197382,4.110873864,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.203575758,2,8,1.01,1,30,72,5.477225575,8.485281374,3.401197382,4.276666119,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.219212121,2,8,0.98,1,21,84,4.582575695,9.16515139,3.044522438,4.430816799,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.234848485,2,8,0.95,1,25,89,5,9.433981132,3.218875825,4.48863637,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.250484848,2,8,0.92,0,27,81,5.196152423,9,3.295836866,4.394449155,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.266121212,2,8,0.89,0,21,95,4.582575695,9.746794345,3.044522438,4.553876892,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.281757576,2,8,0.86,0,15,91,3.872983346,9.539392014,2.708050201,4.510859507,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.297393939,2,8,0.83,0,19,97,4.358898944,9.848857802,2.944438979,4.574710979,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.313030303,2,8,0.8,0,25,90,5,9.486832981,3.218875825,4.49980967,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.328666667,2,8,0.77,0,22,91,4.69041576,9.539392014,3.091042453,4.510859507,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.34430303,2,8,0.74,0,27,96,5.196152423,9.797958971,3.295836866,4.564348191,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.365151515,2,8,0.7,0,21,78,4.582575695,8.831760866,3.044522438,4.356708827,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.417272727,2,8,0.6,0,20,64,4.472135955,8,2.995732274,4.158883083,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.469393939,2,8,0.5,0,13,54,3.605551275,7.348469228,2.564949357,3.988984047,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.521515152,2,8,0.4,0,21,51,4.582575695,7.141428429,3.044522438,3.931825633,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.573636364,2,8,0.3,0,19,59,4.358898944,7.681145748,2.944438979,4.077537444,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.625757576,2,8,0.2,0,30,52,5.477225575,7.211102551,3.401197382,3.951243719,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.677878788,2,8,0.1,0,23,53,4.795831523,7.280109889,3.135494216,3.970291914,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,8,0.73,2,8,0,0,21,65,4.582575695,8.062257748,3.044522438,4.17438727,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.354,2,9,0.93,1,13,25,3.605551275,5,2.564949357,3.218875825,,patch,1,z2,,2014_z2,0
Hopkins,4/22/2014,2014,9,0.45,2,9,0.75,1,24,36,4.898979486,6,3.17805383,3.583518938,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.460666667,2,9,0.73,1,24,43,4.898979486,6.557438524,3.17805383,3.761200116,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.476666667,2,9,0.7,1,21,54,4.582575695,7.348469228,3.044522438,3.988984047,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.492666667,2,9,0.67,1,22,73,4.69041576,8.544003745,3.091042453,4.290459441,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.508666667,2,9,0.64,1,26,64,5.099019514,8,3.258096538,4.158883083,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.524666667,2,9,0.61,1,26,83,5.099019514,9.110433579,3.258096538,4.418840608,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.540666667,2,9,0.58,1,20,76,4.472135955,8.717797887,2.995732274,4.33073334,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.556666667,2,9,0.55,1,21,69,4.582575695,8.306623863,3.044522438,4.234106505,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.572666667,2,9,0.52,1,17,69,4.123105626,8.306623863,2.833213344,4.234106505,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.588666667,2,9,0.49,0,21,69,4.582575695,8.306623863,3.044522438,4.234106505,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.604666667,2,9,0.46,0,19,46,4.358898944,6.782329983,2.944438979,3.828641396,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.620666667,2,9,0.43,0,20,65,4.472135955,8.062257748,2.995732274,4.17438727,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.636666667,2,9,0.4,0,21,64,4.582575695,8,3.044522438,4.158883083,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.652666667,2,9,0.37,0,22,46,4.69041576,6.782329983,3.091042453,3.828641396,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.668666667,2,9,0.34,0,20,30,4.472135955,5.477225575,2.995732274,3.401197382,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.684666667,2,9,0.31,0,20,51,4.472135955,7.141428429,2.995732274,3.931825633,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.700666667,2,9,0.28,0,20,52,4.472135955,7.211102551,2.995732274,3.951243719,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.716666667,2,9,0.25,0,18,51,4.242640687,7.141428429,2.890371758,3.931825633,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.743333333,2,9,0.2,0,16,51,4,7.141428429,2.772588722,3.931825633,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.796666667,2,9,0.1,0,17,43,4.123105626,6.557438524,2.833213344,3.761200116,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,9,0.85,2,9,0,0,15,37,3.872983346,6.08276253,2.708050201,3.610917913,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.332230769,2,10,0.83,1,14,20,3.741657387,4.472135955,2.63905733,2.995732274,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.347692308,2,10,0.8,1,19,20,4.358898944,4.472135955,2.944438979,2.995732274,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.363153846,2,10,0.77,1,22,17,4.69041576,4.123105626,3.091042453,2.833213344,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.378615385,2,10,0.74,1,18,18,4.242640687,4.242640687,2.890371758,2.890371758,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.394076923,2,10,0.71,1,12,20,3.464101615,4.472135955,2.48490665,2.995732274,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.409538462,2,10,0.68,1,16,29,4,5.385164807,2.772588722,3.36729583,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.425,2,10,0.65,1,20,46,4.472135955,6.782329983,2.995732274,3.828641396,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.440461538,2,10,0.62,1,26,52,5.099019514,7.211102551,3.258096538,3.951243719,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.455923077,2,10,0.59,1,11,60,3.31662479,7.745966692,2.397895273,4.094344562,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.481692308,2,10,0.54,0,15,66,3.872983346,8.124038405,2.708050201,4.189654742,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.533230769,2,10,0.44,0,16,76,4,8.717797887,2.772588722,4.33073334,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.584769231,2,10,0.34,0,24,51,4.898979486,7.141428429,3.17805383,3.931825633,,bed,1,bed,,2014_bed,0
Hopkins,4/22/2014,2014,10,0.636307692,2,10,0.24,0,20,60,4.472135955,7.745966692,2.995732274,4.094344562,,bed,1,bed,,2014_bed,0
Hopkins,3/26/2015,2015,0,0.324,1,0,0.92,1,22,21,4.69041576,4.582575695,3.091042453,3.044522438,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.348,1,0,0.89,1,20,30,4.472135955,5.477225575,2.995732274,3.401197382,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.372,1,0,0.86,1,17,40,4.123105626,6.32455532,2.833213344,3.688879454,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.396,1,0,0.83,1,18,40,4.242640687,6.32455532,2.890371758,3.688879454,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.42,1,0,0.8,1,16,24,4,4.898979486,2.772588722,3.17805383,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.444,1,0,0.77,1,15,37,3.872983346,6.08276253,2.708050201,3.610917913,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.468,1,0,0.74,1,18,27,4.242640687,5.196152423,2.890371758,3.295836866,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.492,1,0,0.71,1,13,30,3.605551275,5.477225575,2.564949357,3.401197382,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.516,1,0,0.68,1,14,37,3.741657387,6.08276253,2.63905733,3.610917913,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.556,1,0,0.63,0,14,23,3.741657387,4.795831523,2.63905733,3.135494216,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.596,1,0,0.58,0,12,30,3.464101615,5.477225575,2.48490665,3.401197382,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,0,0.636,1,0,0.53,0,18,18,4.242640687,4.242640687,2.890371758,2.890371758,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,1,0.360615385,1,1,0.32,0,18,17,4.242640687,4.123105626,2.890371758,2.833213344,1,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,1,0.379307692,1,1,0.29,0,15,30,3.872983346,5.477225575,2.708050201,3.401197382,1,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,1,0.398,1,1,0.26,0,12,24,3.464101615,4.898979486,2.48490665,3.17805383,1,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,1,0.416692308,1,1,0.23,0,18,25,4.242640687,5,2.890371758,3.218875825,1,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,1,0.435384615,1,1,0.2,0,20,14,4.472135955,3.741657387,2.995732274,2.63905733,1,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,1,0.454076923,1,1,0.17,0,23,30,4.795831523,5.477225575,3.135494216,3.401197382,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,1,0.472769231,1,1,0.14,0,23,27,4.795831523,5.196152423,3.135494216,3.295836866,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,1,0.491461538,1,1,0.11,0,17,21,4.123105626,4.582575695,2.833213344,3.044522438,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,1,0.510153846,1,1,0.08,0,28,25,5.291502622,5,3.33220451,3.218875825,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,1,0.528846154,1,1,0.05,0,18,25,4.242640687,5,2.890371758,3.218875825,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,1,0.56,1,1,0,0,19,11,4.358898944,3.31662479,2.944438979,2.397895273,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,2,0.160933333,1,2,0.46,1,14,17,3.741657387,4.123105626,2.63905733,2.833213344,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.179133333,1,2,0.43,1,16,26,4,5.099019514,2.772588722,3.258096538,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.197333333,1,2,0.4,1,21,24,4.582575695,4.898979486,3.044522438,3.17805383,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.215533333,1,2,0.37,1,27,28,5.196152423,5.291502622,3.295836866,3.33220451,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.233733333,1,2,0.34,1,13,27,3.605551275,5.196152423,2.564949357,3.295836866,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.251933333,1,2,0.31,1,17,33,4.123105626,5.744562647,2.833213344,3.496507561,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.270133333,1,2,0.28,1,20,43,4.472135955,6.557438524,2.995732274,3.761200116,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.288333333,1,2,0.25,1,10,40,3.16227766,6.32455532,2.302585093,3.688879454,0,bed,1,expansion,,2015_expansion,0
Hopkins,3/26/2015,2015,2,0.306533333,1,2,0.22,1,20,37,4.472135955,6.08276253,2.995732274,3.610917913,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,2,0.318666667,1,2,0.2,0,18,45,4.242640687,6.708203932,2.890371758,3.80666249,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,2,0.349,1,2,0.15,0,15,40,3.872983346,6.32455532,2.708050201,3.688879454,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,2,0.379333333,1,2,0.1,0,26,70,5.099019514,8.366600265,3.258096538,4.248495242,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,2,0.409666667,1,2,0.05,0,20,37,4.472135955,6.08276253,2.995732274,3.610917913,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,2,0.44,1,2,0,0,18,68,4.242640687,8.246211251,2.890371758,4.219507705,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.0766,1,3,0.69,1,19,13,4.358898944,3.605551275,2.944438979,2.564949357,1,patch,1,z2,,2015_z2,0
Hopkins,3/26/2015,2015,3,0.129266667,1,3,0.59,1,17,15,4.123105626,3.872983346,2.833213344,2.708050201,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.145066667,1,3,0.56,1,22,22,4.69041576,4.69041576,3.091042453,3.091042453,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.160866667,1,3,0.53,1,20,18,4.472135955,4.242640687,2.995732274,2.890371758,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.176666667,1,3,0.5,1,19,46,4.358898944,6.782329983,2.944438979,3.828641396,1,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.192466667,1,3,0.47,1,16,40,4,6.32455532,2.772588722,3.688879454,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.208266667,1,3,0.44,1,19,36,4.358898944,6,2.944438979,3.583518938,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.224066667,1,3,0.41,1,26,50,5.099019514,7.071067812,3.258096538,3.912023005,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.239866667,1,3,0.38,1,22,65,4.69041576,8.062257748,3.091042453,4.17438727,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.255666667,1,3,0.35,1,18,57,4.242640687,7.549834435,2.890371758,4.043051268,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.282,1,3,0.3,0,18,51,4.242640687,7.141428429,2.890371758,3.931825633,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.308333333,1,3,0.25,0,13,42,3.605551275,6.480740698,2.564949357,3.737669618,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.334666667,1,3,0.2,0,22,43,4.69041576,6.557438524,3.091042453,3.761200116,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.361,1,3,0.15,0,29,42,5.385164807,6.480740698,3.36729583,3.737669618,0,bed,1,bed,,2015_bed,0
Hopkins,3/26/2015,2015,3,0.387333333,1,3,0.1,0,25,34,5,5.830951895,3.218875825,3.526360525,0,bed,1,bed,,2015_bed,0
